id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
479,"4 신비술사,4 선봉대,3 우화,1 대장장이","보석 건틀릿,수호 천사,무한의 대검,수호 천사,이온 충격기,모렐로노미콘,정의의 손길,보석 건틀릿,보석 건틀릿","노틸러스,잔나,유미,니코,세주아니,아트록스,오른,질리언","5연습용 장갑,5쓸데없이 큰 지팡이,1음전자 망토,1여신의 눈물,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",나무정령
480,"3 학살자,3 용의 영혼,2 조율자,2 신비술사,2 선봉대,2 명사수,1 추방자,1 무모한 자,1 대장장이,1 닌자","즈롯 차원문,고속 연사포,정의의 손길,죽음의 검,용의 정령,지크의 전령,모렐로노미콘,루덴의 메아리,용의 발톱","트리스타나,유미,쉔,아트록스,올라프,사미라,요네,오른","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,2여신의 눈물,3곡궁,3거인의 허리띠,3B.F. 대검",처형자조율자신성
481,"3 학살자,3 용의 영혼,2 흡수자,2 명사수,1 추방자,1 우두머리,1 무모한 자","지크의 전령,루난의 허리케인,죽음의 검,침묵의 장막,스태틱의 단검,정의의 손길,최후의 속삭임,도적의 장갑,구인수의 격노검,쇼진의 창,가고일 돌갑옷,거인의 결의,라바돈의 죽음모자","트리스타나,모르가나,올라프,리 신,사미라,세트,스웨인,요네,질리언","5연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,3여신의 눈물,5곡궁,1거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",대장군학살자
482,"3 학살자,3 용의 영혼,2 흡수자,2 명사수,1 추방자,1 우두머리,1 무모한 자","가고일 돌갑옷,정의의 손길,죽음의 검,루난의 허리케인,침묵의 장막,거인 학살자,용의 발톱,강철의 솔라리 펜던트,고속 연사포,모렐로노미콘","시비르,모르가나,아트록스,올라프,트린다미어,세트,사미라,스웨인,요네","2연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,1여신의 눈물,4곡궁,1거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",요술사
483,"7 요술사,3 용의 영혼,2 선봉대","보석 건틀릿,푸른 파수꾼,무한의 대검,덤불 조끼,용의 발톱,거인의 결의,루덴의 메아리,라바돈의 죽음모자,덤불 조끼,즈롯 차원문","브랜드,트위스티드 페이트,룰루,브라움,애니,베이가,아우렐리온 솔,아트록스","2연습용 장갑,4쓸데없이 큰 지팡이,2음전자 망토,3여신의 눈물,2곡궁,1거인의 허리띠,1B.F. 대검,5쇠사슬 조끼",싸움꾼
484,"4 신성,3 처형자,2 영혼,2 신비술사,2 선봉대,2 귀감,1 황제,1 닌자","지크의 전령,거인의 결의,태양불꽃 망토,정의의 손길,거인 학살자,무한의 대검,고속 연사포,구인수의 격노검,수은,수호 천사,쇼진의 창,덫 발톱","오공,유미,킨드레드,쉔,세주아니,자야,케일,리 신,아지르","4연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,5곡궁,3거인의 허리띠,5B.F. 대검,3쇠사슬 조끼",선봉학살올라프
485,"7 요술사,4 용의 영혼,2 흡수자,1 우두머리","루덴의 메아리,루덴의 메아리,거인 학살자,침묵의 장막,태양불꽃 망토,즈롯 차원문,가고일 돌갑옷,루덴의 메아리,요술사의 모자,정의의 손길","트위스티드 페이트,브랜드,룰루,애니,베이가,모르가나,아우렐리온 솔,세트,스웨인","2연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,5여신의 눈물,2곡궁,2거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",처형자조율자신성
486,"3 처형자,3 조율자,3 신성,2 영혼,2 신비술사,2 귀감,1 황제,1 닌자","푸른 파수꾼,얼어붙은 심장,지크의 전령,즈롯 차원문,침묵의 장막,신성의 검,용의 발톱,수은,구인수의 격노검,고속 연사포,고속 연사포","유미,이렐리아,킨드레드,세주아니,쉔,자야,케일,아지르","2연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,3여신의 눈물,6곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",처형자신성
487,"6 용의 영혼,5 요술사,2 흡수자,2 선봉대","루덴의 메아리,수호 천사,루덴의 메아리,대자연의 힘,즈롯 차원문,거인 학살자,정의의 손길,루난의 허리케인,최후의 속삭임,수은,이온 충격기,마법공학 총검","브랜드,애니,룰루,브라움,베이가,모르가나,세주아니,아우렐리온 솔,올라프,스웨인","3연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,2뒤집개,3여신의 눈물,4곡궁,1거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",싸움꾼
488,"6 결투가,4 신성,2 추방자,2 조율자,1 황제","최후의 속삭임,용의 발톱,거인 학살자,침묵의 장막,라바돈의 죽음모자,신성의 검,얼어붙은 심장,구원,푸른 파수꾼","야스오,잭스,이렐리아,칼리스타,아트록스,트린다미어,아지르,요네,리 신","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,4여신의 눈물,2곡궁,1거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",귀감
489,"4 선지자,3 학살자,2 조율자,2 암살자,2 신성,2 신비술사,2 결투가,1 닌자","모렐로노미콘,라바돈의 죽음모자,푸른 파수꾼,침묵의 장막,거인 학살자,정의의 손길,요우무의 유령검","피오라,잔나,파이크,이렐리아,모르가나,쉔,올라프,리 신","3연습용 장갑,3쓸데없이 큰 지팡이,1뒤집개,3여신의 눈물,1곡궁,1거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",나무정령
490,"4 처형자,3 나무정령,2 영혼,2 싸움꾼,2 신성,2 귀감,1 우두머리","태양불꽃 망토,거인 학살자,라바돈의 죽음모자,마법공학 총검,이온 충격기,워모그의 갑옷","라칸,누누와 윌럼프,유미,이렐리아,킨드레드,자야,케일,세트","4쓸데없이 큰 지팡이,1음전자 망토,1곡궁,3거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",선봉신비우화
491,"5 귀감,4 선봉대,3 나무정령,2 처형자,1 황제,1 추방자,1 대장장이,1 닌자","이온 충격기,모렐로노미콘,수호 천사,즈롯 차원문,서풍,용의 발톱,정의의 손길,정의의 손길,수호자의 흉갑,이온 충격기,즈롯 차원문,거인의 결의","라칸,킨드레드,케넨,세주아니,아트록스,자야,요네,아지르,오른","2연습용 장갑,3쓸데없이 큰 지팡이,5음전자 망토,1뒤집개,2여신의 눈물,3곡궁,4거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",요술사
492,"5 요술사,3 나무정령,2 귀감,1 황제","침묵의 장막,거인의 결의,용의 발톱,즈롯 차원문,정의의 손길,푸른 파수꾼,마법공학 총검,거인 학살자,최후의 속삭임","브랜드,라칸,룰루,애니,베이가,아우렐리온 솔,아지르","3연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,3여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",대장군학살자
493,"6 귀감,3 나무정령,2 처형자,2 선봉대,1 황제,1 대장장이,1 닌자","보석 건틀릿,모렐로노미콘,라바돈의 죽음모자,구원,정의의 손길,정의의 손길,거인의 결의,고속 연사포,구원","라칸,자르반 4세,케넨,킨드레드,아트록스,자야,아지르,오른","3연습용 장갑,4쓸데없이 큰 지팡이,3곡궁,3거인의 허리띠,4여신의 눈물,1쇠사슬 조끼",처형자조율자신성
494,"4 귀감,3 처형자,3 나무정령,2 신성,2 선봉대,1 황제,1 대장장이,1 닌자","모렐로노미콘,이온 충격기,수호 천사,워모그의 갑옷,정의의 손길,수호 천사,루난의 허리케인,침묵의 장막,얼어붙은 심장,무한의 대검","라칸,케넨,케일,아트록스,자야,리 신,오른,아지르","3연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,1곡궁,3거인의 허리띠,3B.F. 대검,4쇠사슬 조끼",처형자나무정령
495,"4 처형자,4 신성,2 조율자,2 영혼,2 신비술사,1 닌자","정의의 손길,힘의 성배,신성의 검,수호 천사,고속 연사포,수호 천사,구인수의 격노검,구인수의 격노검,수호 천사","유미,이렐리아,킨드레드,쉔,아트록스,자야,케일,리 신","1연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,2여신의 눈물,4곡궁,4B.F. 대검,3쇠사슬 조끼",선봉학살올라프
496,"6 귀감,3 나무정령,2 처형자,2 선봉대,1 대장장이,1 닌자","수호 천사,모렐로노미콘,정의의 손길,정의의 손길,피바라기,최후의 속삭임,고속 연사포","엘리스,라칸,자르반 4세,케넨,아트록스,자야,케일,오른","3연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,3곡궁,1거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",처형자나무정령
497,"4 처형자,2 영혼,2 신비술사,2 귀감,1 황제,1 닌자","힘의 성배,워모그의 갑옷,이온 충격기,보석 건틀릿,모렐로노미콘,수호 천사,고속 연사포,라바돈의 죽음모자","유미,킨드레드,쉔,자야,케일,아지르,아지르","1연습용 장갑,5쓸데없이 큰 지팡이,2음전자 망토,1여신의 눈물,2곡궁,3거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자조율자신성
498,"4 용의 영혼,3 학살자,2 흡수자,2 선봉대,2 명사수,1 무모한 자","모렐로노미콘,라바돈의 죽음모자,서풍,루난의 허리케인,수호 천사,죽음의 검,정의의 손길,정의의 손길,보석 건틀릿,도적의 장갑,루난의 허리케인,푸른 파수꾼","트리스타나,파이크,세주아니,아트록스,모르가나,올라프,사미라,스웨인","5연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,4여신의 눈물,2곡궁,2거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",싸움꾼
499,"6 귀감,2 처형자,2 신성,1 황제,1 닌자","서풍,이온 충격기,모렐로노미콘,수은,고속 연사포,구인수의 격노검,푸른 파수꾼,용의 발톱,덤불 조끼","라칸,자르반 4세,케넨,아트록스,자야,케일,리 신,아지르","1연습용 장갑,3쓸데없이 큰 지팡이,5음전자 망토,3곡궁,2거인의 허리띠,2여신의 눈물,2쇠사슬 조끼",흡수자신성
500,"4 신성,3 조율자,2 처형자,2 영혼,2 신비술사,2 결투가,1 닌자","서풍,힘의 성배,수은,이온 충격기,죽음의 검,피바라기,결투가의 열정,고속 연사포,정의의 손길","나서스,잭스,유미,이렐리아,킨드레드,세주아니,쉔,케일","2연습용 장갑,1쓸데없이 큰 지팡이,5음전자 망토,1뒤집개,2여신의 눈물,3곡궁,1거인의 허리띠,3B.F. 대검",처형자신성
501,"4 선봉대,3 학살자,3 용의 영혼,1 추방자,1 대장장이","죽음의 검,정의의 손길,루난의 허리케인,고속 연사포,힘의 성배,루덴의 메아리,워모그의 갑옷","트리스타나,브라움,다리우스,트린다미어,아트록스,올라프,오른,요네","1연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,3여신의 눈물,3곡궁,2거인의 허리띠,2B.F. 대검",처형자신성
502,"4 선봉대,3 학살자,3 용의 영혼,2 명사수,1 황제,1 무모한 자","모렐로노미콘,이온 충격기,수호 천사,루난의 허리케인,정의의 손길,최후의 속삭임,고속 연사포,푸른 파수꾼","트리스타나,브라움,트린다미어,세주아니,아트록스,올라프,사미라,아지르","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,3여신의 눈물,4곡궁,1거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자신성
503,"9 대장군,3 학살자,2 싸움꾼,2 명사수,1 우두머리,1 무모한 자","강철의 솔라리 펜던트,마법공학 총검,수호 천사,정의의 손길,정의의 손길,대장군의 깃발,정의의 손길,대장군의 깃발,정의의 손길","니달리,가렌,자르반 4세,바이,카타리나,올라프,트린다미어,세트,사미라","4연습용 장갑,2쓸데없이 큰 지팡이,2뒤집개,4여신의 눈물,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",귀감
504,"7 나무정령,5 요술사,1 대장장이","푸른 파수꾼,마법공학 총검,즈롯 차원문,나무정령 새싹","트위스티드 페이트,브랜드,룰루,베이가,누누와 윌럼프,자야,아우렐리온 솔,오른","1쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,2여신의 눈물,1곡궁,1거인의 허리띠,1B.F. 대검",요술사
505,"7 싸움꾼,3 나무정령,1 우두머리,1 대장장이","고속 연사포,루난의 허리케인,태양불꽃 망토,마법공학 총검,푸른 파수꾼,구원,보석 건틀릿","마오카이,브랜드,바이,쉬바나,누누와 윌럼프,초가스,세트,오른","1연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,3여신의 눈물,3곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자조율자신성
506,"7 요술사,6 나무정령,2 싸움꾼,2 귀감,1 황제","수호 천사,이온 충격기,태양불꽃 망토,요술사의 모자,용의 발톱,마법공학 총검,푸른 파수꾼,정의의 손길","트위스티드 페이트,마오카이,브랜드,룰루,애니,누누와 윌럼프,베이가,아우렐리온 솔,자야,아지르","1연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,4여신의 눈물,1거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",귀감
507,"4 학살자,4 선봉대,3 결투가,1 무모한 자,1 대장장이","대자연의 힘,수은,정의의 손길,죽음의 검,최후의 속삭임,수은","노틸러스,브라움,칼리스타,아트록스,올라프,트린다미어,리 신,사미라,오른","4연습용 장갑,2음전자 망토,2뒤집개,1여신의 눈물,1곡궁,2B.F. 대검",결투가
508,"4 처형자,4 신성,2 조율자,2 영혼,2 신비술사,2 귀감,1 황제,1 닌자","신성의 검,지크의 전령,수호 천사,덫 발톱,고속 연사포,거인 학살자,스태틱의 단검,수호 천사,즈롯 차원문,수은","유미,이렐리아,킨드레드,쉔,자야,케일,리 신,아지르","2연습용 장갑,1음전자 망토,1뒤집개,1여신의 눈물,5곡궁,3거인의 허리띠,5B.F. 대검,2쇠사슬 조끼",영혼시비르
509,"5 선봉대,4 결투가,3 학살자,3 용의 영혼,2 명사수,1 무모한 자","모렐로노미콘,힘의 성배,구원,정의의 손길,루난의 허리케인,결투가의 열정,최후의 속삭임,루난의 허리케인,수호자의 흉갑","트리스타나,피오라,가렌,브라움,아트록스,세주아니,올라프,트린다미어,사미라","2연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,2뒤집개,4곡궁,2거인의 허리띠,3여신의 눈물,1쇠사슬 조끼",처형자신성
510,"6 용의 영혼,3 학살자,2 선봉대,1 무모한 자","모렐로노미콘,강철의 솔라리 펜던트,힘의 성배,수호 천사,죽음의 검,도적의 장갑,쇼진의 창","브랜드,브라움,파이크,쉬바나,아트록스,올라프,사미라,스웨인","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,1거인의 허리띠,4B.F. 대검,2쇠사슬 조끼",귀감
511,"6 귀감,3 나무정령,2 결투가,1 황제,1 대장장이,1 닌자","서풍,수호 천사,모렐로노미콘,용의 발톱,정의의 손길,거인 학살자,정의의 손길","엘리스,라칸,케넨,트린다미어,자야,오른,리 신,아지르","2연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,1곡궁,2거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",귀감
512,"4 암살자,4 닌자,2 신비술사,2 귀감,1 황제","침묵의 장막,푸른 파수꾼,루덴의 메아리,강철의 솔라리 펜던트,무한의 대검,고속 연사포,정의의 손길,얼어붙은 심장,최후의 속삭임,수호 천사","제드,파이크,카타리나,케넨,아칼리,쉔,스웨인,아지르,질리언","4연습용 장갑,2쓸데없이 큰 지팡이,5여신의 눈물,3곡궁,2B.F. 대검,4쇠사슬 조끼",결투가
513,"9 대장군,2 암살자,2 싸움꾼,2 귀감,2 결투가,1 황제,1 추방자,1 우두머리","도적의 장갑,최후의 속삭임,대자연의 힘,라바돈의 죽음모자,수은,정의의 손길,대장군의 깃발,쇼진의 창,대장군의 깃발,용의 정령,대장군의 깃발,거인 학살자","바이,자르반 4세,파이크,카타리나,트린다미어,리 신,세트,아지르,요네","5연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,6뒤집개,2여신의 눈물,2곡궁,3거인의 허리띠,2B.F. 대검",처형자나무정령
514,"3 학살자,3 용의 영혼,3 광신도,2 암살자,2 선봉대,2 명사수,1 우두머리,1 무모한 자","모렐로노미콘,수은,구원,요우무의 유령검,수호 천사,워모그의 갑옷,푸른 파수꾼,수호 천사,무한의 대검,거인의 결의,용의 정령","파이크,아트록스,세주아니,올라프,리 신,사미라,세트,스웨인,질리언","3연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,2뒤집개,3여신의 눈물,1곡궁,4거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",나무정령
