id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
542,"4 암살자,4 닌자,2 신비술사,2 귀감,1 황제","침묵의 장막,푸른 파수꾼,루덴의 메아리,강철의 솔라리 펜던트,무한의 대검,고속 연사포,정의의 손길,얼어붙은 심장,최후의 속삭임,수호 천사","제드,파이크,카타리나,케넨,아칼리,쉔,스웨인,아지르,질리언","2B.F. 대검,2쓸데없이 큰 지팡이,4쇠사슬 조끼,3곡궁,5여신의 눈물,4연습용 장갑",결투가
543,"9 대장군,2 암살자,2 싸움꾼,2 귀감,2 결투가,1 황제,1 추방자,1 우두머리","도적의 장갑,최후의 속삭임,대자연의 힘,라바돈의 죽음모자,수은,정의의 손길,대장군의 깃발,쇼진의 창,대장군의 깃발,용의 정령,대장군의 깃발,거인 학살자","바이,자르반 4세,파이크,카타리나,트린다미어,리 신,세트,아지르,요네","2B.F. 대검,6뒤집개,3거인의 허리띠,3쓸데없이 큰 지팡이,2곡궁,1음전자 망토,2여신의 눈물,5연습용 장갑",처형자나무정령
544,"3 학살자,3 용의 영혼,3 광신도,2 암살자,2 선봉대,2 명사수,1 우두머리,1 무모한 자","모렐로노미콘,수은,구원,요우무의 유령검,수호 천사,워모그의 갑옷,푸른 파수꾼,수호 천사,무한의 대검,거인의 결의,용의 정령","파이크,아트록스,세주아니,올라프,리 신,사미라,세트,스웨인,질리언","3B.F. 대검,2뒤집개,4거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,1음전자 망토,3여신의 눈물,3연습용 장갑",나무정령
545,"4 영혼,3 광신도,2 선봉대,2 명사수","힘의 성배,지크의 전령,지크의 전령,고속 연사포,수은,최후의 속삭임,덤불 조끼,이온 충격기","다이애나,티모,유미,킨드레드,시비르,세주아니,아트록스,스웨인","2B.F. 대검,2거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,3음전자 망토,1여신의 눈물,2연습용 장갑",광신도
546,"6 용의 영혼,3 학살자,2 선봉대,2 명사수,1 무모한 자","모렐로노미콘,모렐로노미콘,덫 발톱,서풍,루난의 허리케인,수호 천사,정의의 손길,정의의 손길","트리스타나,브라움,파이크,세주아니,아우렐리온 솔,올라프,사미라,스웨인","1B.F. 대검,4거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,3연습용 장갑",처형자나무정령
547,"4 암살자,4 닌자,3 귀감,2 신비술사,1 황제","요우무의 유령검,워모그의 갑옷,얼어붙은 심장,무한의 대검,푸른 파수꾼,루난의 허리케인,가고일 돌갑옷,침묵의 장막","제드,파이크,카타리나,케넨,아칼리,쉔,아지르,질리언","1B.F. 대검,1뒤집개,2거인의 허리띠,3쇠사슬 조끼,1곡궁,2음전자 망토,3여신의 눈물,3연습용 장갑",처형자나무정령
548,"4 용의 영혼,3 학살자,3 광신도,2 명사수,2 결투가,1 우두머리,1 무모한 자","구원,최후의 속삭임,정의의 손길,고속 연사포,힘의 성배,지크의 전령,보석 건틀릿,용의 정령,모렐로노미콘,덤불 조끼","시비르,트린다미어,아트록스,올라프,리 신,사미라,질리언,세트,스웨인","1B.F. 대검,1뒤집개,3거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,1음전자 망토,3여신의 눈물,3연습용 장갑",처형자나무정령
549,"6 선봉대,3 우화,2 신비술사,1 대장장이","강철의 솔라리 펜던트,용의 발톱,정의의 손길,마법공학 총검,덫 발톱,모렐로노미콘,힘의 성배,힘의 성배","오공,브라움,노틸러스,니코,세주아니,아트록스,초가스,오른","1B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,1쇠사슬 조끼,4음전자 망토,3여신의 눈물,2연습용 장갑",귀감
550,"3 학살자,3 광신도,2 선봉대,2 명사수,2 결투가,1 추방자,1 무모한 자","모렐로노미콘,구원,덤불 조끼,강철의 솔라리 펜던트,가고일 돌갑옷,피바라기,고속 연사포,대장군의 깃발,지크의 전령","파이크,트린다미어,세주아니,아트록스,리 신,스웨인,요네,사미라,질리언","2B.F. 대검,1뒤집개,4거인의 허리띠,2쓸데없이 큰 지팡이,4쇠사슬 조끼,2곡궁,2음전자 망토,1여신의 눈물",학살자명사수
551,"6 용의 영혼,3 요술사,2 싸움꾼","서풍,피바라기,이온 충격기,수호 천사,정의의 손길,보석 건틀릿,도적의 장갑,스태틱의 단검,라바돈의 죽음모자,서풍","브랜드,브라움,베이가,쉬바나,누누와 윌럼프,아우렐리온 솔,올라프,스웨인","2B.F. 대검,2거인의 허리띠,4쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,4음전자 망토,2여신의 눈물,4연습용 장갑",싸움꾼
552,"4 귀감,2 암살자,2 선봉대,1 닌자","수호자의 흉갑,거인 학살자,정의의 손길,모렐로노미콘,용의 발톱,이온 충격기,워모그의 갑옷","라칸,자르반 4세,파이크,카타리나,케넨,케넨,아트록스","1B.F. 대검,1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,3음전자 망토,1여신의 눈물,1연습용 장갑",요술사
553,"5 귀감,4 대장군,2 암살자,1 황제,1 닌자","힘의 성배,모렐로노미콘,수호 천사,모렐로노미콘,마법공학 총검,수은,거인의 결의,이온 충격기,대장군의 깃발,거인의 결의","라칸,자르반 4세,파이크,케넨,카타리나,아트록스,아지르","2B.F. 대검,1뒤집개,3거인의 허리띠,4쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,3음전자 망토,1여신의 눈물,1연습용 장갑",요술사
554,"6 나무정령,3 처형자,2 싸움꾼,2 신성,2 귀감","힘의 성배,태양불꽃 망토,워모그의 갑옷,침묵의 장막,정의의 손길,수호 천사,정의의 손길,구인수의 격노검","마오카이,라칸,룰루,누누와 윌럼프,킨드레드,자야,케일,리 신","1B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,1음전자 망토,3여신의 눈물,3연습용 장갑",처형자나무정령
555,"6 나무정령,5 요술사,3 용의 영혼,2 싸움꾼,1 대장장이","태양불꽃 망토,이온 충격기,즈롯 차원문,구원,정의의 손길,마법공학 총검,수은,나무정령 새싹","브랜드,라칸,룰루,누누와 윌럼프,쉬바나,베이가,아우렐리온 솔,오른","1B.F. 대검,1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,3음전자 망토,2여신의 눈물,2연습용 장갑",귀감
556,"6 나무정령,3 처형자,2 싸움꾼,2 귀감","강철의 솔라리 펜던트,이온 충격기,도적의 장갑,구인수의 격노검,수호 천사,구인수의 격노검,정의의 손길,수호 천사,정의의 손길","마오카이,룰루,라칸,킨드레드,누누와 윌럼프,케일,자야","2B.F. 대검,4쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,1음전자 망토,2여신의 눈물,4연습용 장갑",싸움꾼
557,"9 나무정령,3 요술사,2 싸움꾼,2 귀감,1 대장장이","힘의 성배,태양불꽃 망토,이온 충격기,서풍,루덴의 메아리,마법공학 총검,나무정령 새싹,모렐로노미콘,구인수의 격노검,거인의 결의","마오카이,라칸,룰루,누누와 윌럼프,베이가,아우렐리온 솔,자야,오른","1B.F. 대검,1뒤집개,3거인의 허리띠,5쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,4음전자 망토,2여신의 눈물",요술사
558,"9 나무정령,3 요술사,2 처형자,2 싸움꾼,2 귀감,1 대장장이","얼어붙은 심장,힘의 성배,덫 발톱,힘의 성배,수호 천사,거인의 결의,피바라기,고속 연사포,구인수의 격노검,나무정령 새싹,도적의 장갑,수은,용의 발톱","마오카이,라칸,애니,룰루,누누와 윌럼프,베이가,자야,케일,오른","2B.F. 대검,1뒤집개,1거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,4곡궁,7음전자 망토,3여신의 눈물,4연습용 장갑",요술사
559,"3 처형자,3 영혼,3 나무정령,2 신비술사,2 귀감,1 우두머리,1 대장장이,1 닌자","가고일 돌갑옷,힘의 성배,마법공학 총검,수호 천사,정의의 손길,거인 학살자,구인수의 격노검,워모그의 갑옷,이온 충격기","라칸,유미,킨드레드,쉔,자야,케일,세트,오른","3B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,3음전자 망토,2여신의 눈물,1연습용 장갑",귀감
560,"4 대장군,4 귀감,2 암살자,2 선봉대,1 황제,1 닌자","서풍,침묵의 장막,구인수의 격노검,거인의 결의,정의의 손길,마법공학 총검,강철의 솔라리 펜던트,모렐로노미콘,수호 천사,워모그의 갑옷,나무정령 새싹","라칸,파이크,자르반 4세,카타리나,케넨,세주아니,아트록스,아지르","2B.F. 대검,1뒤집개,4거인의 허리띠,4쓸데없이 큰 지팡이,4쇠사슬 조끼,2곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",선봉신비우화
561,"6 암살자,4 닌자","거인의 결의,루난의 허리케인,최후의 속삭임,무한의 대검,고속 연사포,정의의 손길,지크의 전령,힘의 성배,수은,강철의 솔라리 펜던트,구인수의 격노검","다이애나,제드,파이크,아칼리,카타리나,케넨,탈론,쉔","2B.F. 대검,1거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,6곡궁,3음전자 망토,2여신의 눈물,4연습용 장갑",처형자신성
562,"7 요술사,3 용의 영혼,3 나무정령,2 선봉대,1 대장장이","루덴의 메아리,루덴의 메아리,수호 천사,덫 발톱,힘의 성배,즈롯 차원문,보석 건틀릿,용의 정령","트위스티드 페이트,브랜드,룰루,애니,베이가,세주아니,아우렐리온 솔,오른","1B.F. 대검,1뒤집개,2거인의 허리띠,4쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,1음전자 망토,3여신의 눈물,2연습용 장갑",처형자조율자신성
563,"8 선봉대,4 신성,2 결투가,1 대장장이","구원,죽음의 검,루난의 허리케인,용의 발톱,태양불꽃 망토,워모그의 갑옷,가고일 돌갑옷,수호자의 흉갑,고속 연사포,쇼진의 창","가렌,오공,브라움,잭스,노틸러스,세주아니,아트록스,오른,리 신","3B.F. 대검,1뒤집개,4거인의 허리띠,3쇠사슬 조끼,3곡궁,4음전자 망토,2여신의 눈물",학살자명사수
564,"6 신성,4 처형자,2 결투가,1 우두머리","태양불꽃 망토,덫 발톱,정의의 손길,신성의 검,고속 연사포,수은,보석 건틀릿,태양불꽃 망토","오공,잭스,이렐리아,킨드레드,자야,케일,리 신,세트","1B.F. 대검,1뒤집개,3거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,1여신의 눈물,4연습용 장갑",처형자나무정령
565,"3 학살자,3 조율자,3 용의 영혼,2 신비술사,2 명사수,1 황제,1 추방자,1 우두머리,1 무모한 자,1 닌자","최후의 속삭임,용의 정령,무한의 대검,태양불꽃 망토,강철의 솔라리 펜던트,푸른 파수꾼,보석 건틀릿,덤불 조끼,쇼진의 창,요술사의 모자","트리스타나,파이크,트린다미어,쉔,사미라,세트,스웨인,아지르,요네,질리언","2B.F. 대검,2뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,4여신의 눈물,3연습용 장갑",나무정령
566,"4 신성,3 처형자,3 선지자,2 조율자,2 영혼,2 신비술사,1 닌자","푸른 파수꾼,모렐로노미콘,태양불꽃 망토,서풍,정의의 손길,신성의 검,고속 연사포,덫 발톱","잭스,킨드레드,유미,이렐리아,모르가나,쉔,자야,케일","1B.F. 대검,1뒤집개,4거인의 허리띠,1쓸데없이 큰 지팡이,1쇠사슬 조끼,2곡궁,1음전자 망토,3여신의 눈물,2연습용 장갑",처형자나무정령
567,"4 신비술사,3 처형자,2 조율자,2 영혼,2 신성,1 추방자,1 닌자","지크의 전령,지크의 전령,힘의 성배,수은,고속 연사포,정의의 손길,푸른 파수꾼,마법공학 총검","잭스,유미,킨드레드,자야,쉔,케일,요네,질리언","3B.F. 대검,2거인의 허리띠,1쓸데없이 큰 지팡이,2곡궁,2음전자 망토,4여신의 눈물,2연습용 장갑",처형자신성
568,"5 선봉대,3 학살자,3 용의 영혼,1 대장장이","수호자의 흉갑,수은,모렐로노미콘,수호 천사,정의의 손길,구인수의 격노검,고속 연사포,죽음의 검,루난의 허리케인,구원","브라움,파이크,세주아니,세주아니,아우렐리온 솔,아트록스,올라프,오른","3B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,4곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",영혼시비르
569,"6 나무정령,3 요술사,2 조율자,2 싸움꾼,2 귀감,1 황제,1 추방자,1 우두머리,1 대장장이","태양불꽃 망토,마법공학 총검,보석 건틀릿,푸른 파수꾼,피바라기,쇼진의 창,나무정령 새싹,거인의 결의,이온 충격기,정의의 손길","룰루,누누와 윌럼프,베이가,아우렐리온 솔,자야,세트,아지르,오른,요네","3B.F. 대검,1뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,3음전자 망토,4여신의 눈물,2연습용 장갑",귀감
570,"8 결투가,4 신성,2 추방자","신성의 검,수호 천사,루난의 허리케인,구원,결투가의 열정,모렐로노미콘,정의의 손길,태양불꽃 망토","야스오,피오라,잭스,칼리스타,트린다미어,케일,리 신,요네","2B.F. 대검,2뒤집개,3거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,2여신의 눈물,1연습용 장갑",처형자나무정령
571,"3 학살자,3 용의 영혼,2 신비술사,2 명사수,1 우두머리,1 무모한 자,1 닌자","즈롯 차원문,수호 천사,죽음의 검,루난의 허리케인,최후의 속삭임,정의의 손길,얼어붙은 심장","트리스타나,파이크,세주아니,쉔,올라프,세트,질리언,사미라","3B.F. 대검,1거인의 허리띠,2쇠사슬 조끼,3곡궁,1음전자 망토,2여신의 눈물,2연습용 장갑",영혼시비르
572,"6 대장군,3 학살자,2 암살자,2 선봉대,2 귀감,2 결투가,1 황제,1 무모한 자","얼어붙은 심장,마법공학 총검,거인의 결의,수은,루덴의 메아리,태양불꽃 망토,마법공학 총검,결투가의 열정,거인 학살자","가렌,자르반 4세,파이크,카타리나,아트록스,트린다미어,사미라,아지르","3B.F. 대검,1뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,3곡궁,1음전자 망토,2여신의 눈물,1연습용 장갑",요술사
573,"4 신비술사,4 선봉대,3 우화,1 닌자","태양불꽃 망토,가고일 돌갑옷,모렐로노미콘,라바돈의 죽음모자,보석 건틀릿,무한의 대검,태양불꽃 망토,거인의 결의,힘의 성배","브라움,노틸러스,니코,유미,세주아니,쉔,아트록스,질리언","1B.F. 대검,3거인의 허리띠,4쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",선봉신비우화
574,"3 학살자,3 대장군,2 조율자,2 신비술사,2 명사수,2 결투가,1 추방자,1 우두머리,1 무모한 자,1 대장장이,1 닌자","태양불꽃 망토,수호 천사,정의의 손길,고속 연사포,죽음의 검,나무정령 새싹,모렐로노미콘,라바돈의 죽음모자,대장군의 깃발,가고일 돌갑옷,쇼진의 창","니달리,잭스,쉔,트린다미어,요네,사미라,세트,오른,질리언","4B.F. 대검,2뒤집개,3거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,2음전자 망토,2여신의 눈물,1연습용 장갑",선봉학살올라프
575,"4 선지자,3 조율자,2 암살자,1 추방자,1 우두머리,1 닌자","모렐로노미콘,힘의 성배,수호 천사,보석 건틀릿,즈롯 차원문,서풍,정의의 손길,수호 천사,거인 학살자,수호 천사","파이크,이렐리아,모르가나,모르가나,쉔,탈론,세트,요네","4B.F. 대검,3거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",선봉학살올라프
576,"4 용의 영혼,3 학살자,3 선봉대,2 명사수,1 무모한 자","용의 정령,용의 발톱,수호 천사,무한의 대검,수호 천사,죽음의 검,루난의 허리케인","트리스타나,브라움,파이크,세주아니,올라프,아트록스,사미라","5B.F. 대검,1뒤집개,1쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,3음전자 망토,1연습용 장갑",나무정령
